"CountryCode","SeriesCode","DESCRIPTION",
"PRI","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"PRI","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"PRI","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"PRI","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"PRI","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"PRI","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"PRI","PA.NUS.PPP","Estimates are based on regression.",
"PRI","PA.NUS.PPPC.RF","Estimates are based on regression.",
"PRI","PA.NUS.PRVT.PP","Estimates are based on regression.",
"PRI","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"PRI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for Puerto Rico include, to the extent possible, all persons born outside its territory.",
"PRI","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"PRI","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"PRI","SP.DYN.CBRT.IN","Data sources : U.S. Census Bureau, Centers for Disease Control and Prevention",
"PRI","SP.DYN.CDRT.IN","Data sources : U.S. Census Bureau, Centers for Disease Control and Prevention",
"PRI","SP.DYN.LE00.FE.IN","Data sources : U.S. Census Bureau, United Nations World Population Prospects",
"PRI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PRI","SP.DYN.LE00.MA.IN","Data sources : U.S. Census Bureau, United Nations World Population Prospects",
"PRI","SP.DYN.TFRT.IN","Data sources : U.S. Census Bureau, United Nations World Population Prospects",
"PRI","SP.POP.GROW","Data sources: U.S. Census Bureau, 1990 Census",
"PRI","SP.POP.TOTL","Data sources : U.S. Census Bureau, 1990 Census",
"PRK","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"PRK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRK","IT.CEL.SETS","Ministry of Posts and Telecommunications.",
"PRK","IT.CEL.SETS.P2","Ministry of Posts and Telecommunications.",
"PRK","IT.MLT.MAIN","Ministry of Posts and Telecommunications.",
"PRK","IT.MLT.MAIN.P2","Ministry of Posts and Telecommunications.",
"PRK","IT.NET.BBND","Ministry of Posts and Telecommunications.",
"PRK","IT.NET.BBND.P2","Ministry of Posts and Telecommunications.",
"PRK","IT.NET.USER.ZS","Ministry of Posts and Telecommunications.",
"PRK","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"PRK","SM.POP.TOTL","Estimates are imputed using model estimates. ",
"PRK","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"PRK","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"PRK","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"PRK","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"PRK","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PRK","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PRK","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PRK","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PRK","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"PRK","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PRT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRT","IT.CEL.SETS","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","IT.CEL.SETS.P2","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","IT.MLT.MAIN","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","IT.MLT.MAIN.P2","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","IT.NET.BBND","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","IT.NET.BBND.P2","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","IT.NET.USER.ZS","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","PA.NUS.FCRF","Data are reported in Portuguese escudos.",
"PRT","SG.MMR.LEVE.EP","No paid or unpaid maternity leave is available.",
"PRT","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"PRT","SM.POP.REFG","UNHCR estimates based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year.",
"PRT","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"PRT","SP.DYN.AMRT.FE","Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"PRT","SP.DYN.AMRT.MA","Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"PRT","SP.DYN.CBRT.IN","Data sources : Eurostat",
"PRT","SP.DYN.CDRT.IN","Data sources : Eurostat",
"PRT","SP.DYN.LE00.FE.IN","Data sources : Eurostat",
"PRT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PRT","SP.DYN.LE00.MA.IN","Data sources : Eurostat",
"PRT","SP.DYN.TFRT.IN","Data sources : Eurostat",
"PRT","SP.POP.GROW","Data sources : Eurostat",
"PRT","SP.POP.TOTL","Data sources : Eurostat",
"PRT","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRY","DT.DOD.DECT.CD","Long-term public and publicly guaranteed for 2015 are based on reports provided by the country. Long-term private nonguaranteed debt and short-term debt for 2015 are based on Central Bank data.",
"PRY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRY","IT.CEL.SETS","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","IT.CEL.SETS.P2","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","IT.MLT.MAIN","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","IT.MLT.MAIN.P2","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","IT.NET.BBND","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","IT.NET.BBND.P2","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","IT.NET.USER.ZS","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"PRY","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"PRY","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"PRY","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"PRY","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"PRY","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"PRY","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PRY","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PRY","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PRY","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PRY","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"PRY","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PSE","IT.CEL.SETS","Palestine Telecommunications Company (PALTEL).",
"PSE","IT.CEL.SETS.P2","Palestine Telecommunications Company (PALTEL).",
"PSE","IT.MLT.MAIN","Palestine Telecommunications Company (PALTEL).",
"PSE","IT.MLT.MAIN.P2","Palestine Telecommunications Company (PALTEL).",
"PSE","IT.NET.BBND","Palestine Telecommunications Company (PALTEL).",
"PSE","IT.NET.BBND.P2","Palestine Telecommunications Company (PALTEL).",
"PSE","IT.NET.USER.ZS","Palestine Telecommunications Company (PALTEL).",
"PSE","SM.POP.NETM","Data sources and note : United Nations World Population Prospects (for State of Palestine)",
"PSE","SM.POP.REFG","Figures include Palestinian refugees under the mandate of the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) which are not included in statistics from the United Nations Office of the High Commissioner for Refugees (UNHCR).",
"PSE","SM.POP.REFG.OR","Figures refer to Palestinian refugees under the UNHCR mandate only.",
"PSE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for the Occupied Palestinian Territory refer to the number of Palestinian refugees registered by UNRWA.",
"PSE","SP.ADO.TFRT","Including East Jerusalem.",
"PSE","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects (for State of Palestine). Including East Jerusalem.",
"PSE","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects (for State of Palestine). Including East Jerusalem.",
"PSE","SP.DYN.CBRT.IN","Data sources and note : Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.CDRT.IN","Data sources and note : Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.LE00.FE.IN","Data sources and note : United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PSE","SP.DYN.LE00.MA.IN","Data sources and note : United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.TFRT.IN","Data sources and note : United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.TO65.FE.ZS","Including East Jerusalem.",
"PSE","SP.DYN.TO65.MA.ZS","Including East Jerusalem.",
"PSE","SP.POP.0014.FE.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.0014.MA.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.0014.TO.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.1564.FE.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.1564.MA.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.1564.TO.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.65UP.FE.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.65UP.MA.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.65UP.TO.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.BRTH.MF","Including East Jerusalem.",
"PSE","SP.POP.GROW","Data sources: World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
"PSE","SP.POP.TOTL","Data sources : World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
"PSE","SP.POP.TOTL.FE.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.TOTL.MA.ZS","Excluding East Jerusalem.",
"PYF","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PYF","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PYF","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PYF","IT.CEL.SETS","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","IT.CEL.SETS.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","IT.MLT.MAIN","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","IT.MLT.MAIN.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","IT.NET.BBND","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","IT.NET.BBND.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","IT.NET.USER.ZS","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"PYF","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"PYF","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"PYF","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"PYF","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"PYF","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"PYF","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PYF","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PYF","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PYF","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PYF","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"PYF","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"QAT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"QAT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"QAT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"QAT","IT.CEL.SETS","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","IT.CEL.SETS.P2","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","IT.MLT.MAIN","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","IT.MLT.MAIN.P2","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","IT.NET.BBND","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","IT.NET.BBND.P2","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","IT.NET.USER.ZS","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"QAT","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"QAT","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"QAT","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"QAT","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"QAT","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"QAT","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"QAT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"QAT","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"QAT","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"QAT","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"QAT","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ROU","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2015 are based on reports provided by the country. Short-term debt for 2015 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"ROU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ROU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ROU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ROU","IT.CEL.SETS","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","IT.CEL.SETS.P2","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","IT.MLT.MAIN","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","IT.MLT.MAIN.P2","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","IT.NET.BBND","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","IT.NET.BBND.P2","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","IT.NET.USER.ZS","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"ROU","SM.POP.REFG","UNHCR estimate based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year. The data source and definition for the years prior to 2004 is unclear.",
"ROU","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"ROU","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"ROU","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"ROU","SP.DYN.CBRT.IN","Data sources : Eurostat",
"ROU","SP.DYN.CDRT.IN","Data sources : Eurostat",
"ROU","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ROU","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","SP.DYN.TFRT.IN","Data sources : Eurostat, National Institute of Statistics",
"ROU","SP.POP.GROW","Data sources : Eurostat",
"ROU","SP.POP.TOTL","Data sources : Eurostat",
"ROU","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","VC.IHR.PSRC.P5","Data refer to offences, not victims, of intentional homicide.",
